ACCTNO,ACCTDESC,CUSTNUMBER,CUSTNAME,INTRATE,LIMIT,DP,LMTEXPDT,ACCTBAL,UNCLRBAL,IRREGAMT,NEWIRAC,OLDIRAC,SANC_RENDT,ARRCOND,CURRENCY,MAINTBR,IRRGDT,UNREALINT,ACCRINT,STRESS,SMA_CODE,RA,RA_DATE,WRITE_OFF_FLAG,WRITE_OFF_AMT,WRITE_OFF_DATE,NULL2,Column1,_1
30490136011,Eectronic Dealer Fin.Sch,80976805431,Rohan Bhatia GROUP,10.24,73502927,73502927,14/01/2022,-42618198.91,0,0.0,2,2,04/02/2022,0,INR,0,10/08/2024,0.0,0.0,Y,,8,2021-01-25,N,0,00/00/0000,,,
30779936769,CC-AUTO FINANCE,80232305596,Rakesh Bhatia TECH,0.0,76951647,76951647,00/00/0000,88857282.36,0,462941.73,6,6,27/07/2024,0,INR,10678,21/10/2021,44619.64,0.0,,NPA,8,2020-10-09,N,0,00/00/0000,,,
30420955532,CC-AUTO FINANCE,80437059145,Kavya Iyer ENTERPRISES,0.0,56344519,0,28/09/2020,-53812422.88,0,0.0,0,0,10/09/2022,0,INR,10678,04/01/2025,35733.52,0.0,,,,2024-03-16,N,0,00/00/0000,,STD,
30257226287,Eectronic Dealer Fin.Sch,80841520570,Michael Chopra SYSTEMS,8.13,23754633,23754633,15/10/2023,26258110.96,0,126421.78,3,0,12/03/2025,0,INR,15122,00/00/0000,0.0,158375.73,N,NPA,6,2023-01-24,N,0,00/00/0000,,,
30307766587,EB-MSME-CC-e-DFS,80581911354,Riya Gupta CORP,11.85,26019397,26019397,LMT NOT SET,-17822446.95,0,0.0,0,0,10/11/2020,0,INR,0,18/03/2023,0.0,109825.06,N,SMA1,,2023-01-04,N,0,00/00/0000,,,
30812249975,EB-MSME-CC-e-DFS,80455479984,Isabella Brown ENTERPRISES,11.8,73734252,0,13/08/2024,-70380086.73,0,0.0,6,2,22/03/2020,0,INR,0,11/01/2023,0.0,0.0,N,SMA1,,2020-06-17,N,0,00/00/0000,,,0.0
30677646075,CC-AUTO FINANCE,80107871158,Vikram Chopra ENTERPRISES,11.46,23948820,23948820,24/08/2024,28339997.68,0,326814.97,3,3,10/11/2021,0,INR,0,30/05/2021,0.0,0.0,N,N,,2020-08-30,N,0,00/00/0000,,,
30911706504,CC-AUTO FINANCE,80148873346,Vikram Clark VENTURES,8.42,50446607,50446607,30/07/2021,40678797.19,0,0.0,0,0,19/06/2024,0,INR,0,21/12/2024,0.0,80894.8,N,N,,2023-03-18,N,0,00/00/0000,,,0.0
30427159637,EB-MSME-CC-USUAL CREDIT D,80903477338,David Chopra CO,11.62,29120002,29120002,28/03/2021,-19711889.75,0,98865.41,5,5,29/01/2023,0,INR,0,LMT NOT SET,0.0,0.0,N,SMA1,2,2021-10-12,N,0,00/00/0000,,,
30844594995,CC-AUTO FINANCE,80263632841,Isabella Wilson CO,8.67,39732676,39732676,05/08/2023,-43232212.54,0,0.0,0,0,24/09/2022,0,INR,0,28/07/2021,0.0,60014.58,,,1,00/00/0000,N,0,00/00/0000,,,
30733546669,EB-MSME-CC-USUAL CREDIT D,80139359410,James Dutta INDUSTRIES,0.0,89134873,89134873,00/00/0000,-75834721.67,0,0.0,2,4,11/06/2023,686,INR,0,01/01/2021,60923.13,0.0,Y,,,2021-06-25,N,0,00/00/0000,,,
30949824193,EB-MSME-CC-e-DFS,80516711804,Vivek Bhatia PVT. LTD,8.16,23854626,23854626,03/12/2022,16494202.92,0,0.0,0,0,13/01/2025,0,INR,16165,01/04/2021,41760.82,0.0,N,N,,00/00/0000,N,0,00/00/0000,,,
30300688440,EB-MSME-CC-USUAL CREDIT D,80488933925,Pooja Malhotra CO,11.24,74628070,74628070,LMT NOT SET,45737483.02,0,0.0,1,0,21/03/2020,0,INR,0,03/01/2021,46491.07,131148.31,N,SMA2,,2023-05-27,N,0,00/00/0000,,,
30991596102,MSME-OD-SECURED,80745145663,Neha Rao GLOBAL,0.0,55992559,0,06/05/2023,37003782.93,0,0.0,1,6,19/08/2024,0,INR,0,13/06/2023,0.0,0.0,N,NPA,9,2025-01-10,N,0,00/00/0000,,,
30551706031,EB-MSME-CC-e-DFS,80146641502,Swati Malhotra AGENCY,11.16,89060695,0,02/02/2025,-87964831.84,0,0.0,3,3,10/05/2023,0,INR,0,02/03/2024,0.0,0.0,N,,,2022-05-22,N,0,00/00/0000,,,
30554795749,CC-AUTO FINANCE,80492607356,Emma Thakur ENTERPRISES,9.65,74755726,74755726,19/02/2023,50657795.49,0,293049.07,0,0,31/08/2020,0,INR,0,07/11/2022,0.0,0.0,,NPA,1,00/00/0000,N,0,00/00/0000,,STD,
30168805869,EB-MSME-CC-e-DFS,80338123991,Isabella Mehta GLOBAL,8.15,63773642,63773642,LMT NOT SET,-74900285.16,0,473400.77,2,2,07/09/2023,0,INR,10678,11/11/2022,0.0,0.0,,,5,2021-12-24,N,0,00/00/0000,,,
30116499677,Eectronic Dealer Fin.Sch,80196814848,Michael Clark ASSOCIATES,0.0,91384718,0,20/07/2022,82468741.05,0,0.0,1,1,27/08/2020,864,INR,10678,LMT NOT SET,0.0,0.0,,SMA1,8,00/00/0000,N,0,00/00/0000,,,
30780389168,EB-MSME-CC-USUAL CREDIT D,80826829775,Rohan Wilson CO,11.82,11305024,11305024,LMT NOT SET,6388543.69,0,47254.12,0,0,05/07/2021,695,INR,0,LMT NOT SET,0.0,53549.43,N,,,2020-06-09,N,0,00/00/0000,,,
30920600973,CC-AUTO FINANCE,80145379683,Vivek Lewis GLOBAL,9.26,87110685,0,00/00/0000,90158132.78,0,204960.95,0,0,12/01/2023,0,INR,10678,00/00/0000,0.0,0.0,,,,2023-06-08,N,0,00/00/0000,,,
30389274886,MSME-OD-SECURED,80758293983,Olivia Lewis CORP,0.0,59970552,59970552,LMT NOT SET,-37536915.44,0,0.0,4,3,11/02/2023,823,INR,0,00/00/0000,0.0,104923.59,N,NPA,,2023-02-25,N,0,00/00/0000,,,
30275387012,Eectronic Dealer Fin.Sch,80331356272,James Dutta EQUIPMENT AN,9.8,58447502,58447502,15/02/2023,-39767702.44,0,0.0,2,2,23/08/2023,0,INR,0,10/10/2023,0.0,0.0,,NPA,3,2021-11-21,N,0,00/00/0000,,,
30176605123,Eectronic Dealer Fin.Sch,80273945628,Olivia Malhotra GROUP,0.0,45899536,45899536,LMT NOT SET,37244208.69,0,0.0,0,0,13/09/2020,0,INR,0,00/00/0000,15741.32,0.0,,SMA1,,00/00/0000,N,0,00/00/0000,,,
30432184213,EB-MSME-CC-USUAL CREDIT D,80365639987,Michael Saxena INDUSTRIES,8.53,13834774,13834774,31/12/2021,10066747.7,0,238924.8,6,6,29/11/2023,0,INR,0,13/03/2024,0.0,0.0,,NPA,,00/00/0000,N,0,00/00/0000,,,
30975507381,EB-MSME-CC-USUAL CREDIT D,80469243620,Michael Dutta SYSTEMS,8.03,74030858,74030858,17/04/2024,-52195147.66,0,0.0,0,0,26/05/2021,685,INR,10678,LMT NOT SET,0.0,155262.28,N,N,5,2022-12-25,N,0,00/00/0000,,,
30295858216,EB-MSME-CC-USUAL CREDIT D,80410950586,Pooja Bhatia GLOBAL,9.81,76034587,76034587,00/00/0000,-89629673.98,0,0.0,0,3,21/04/2021,0,INR,0,10/05/2022,81951.61,0.0,,SMA2,,2024-05-07,N,0,00/00/0000,,,
30368520783,MSME-OD-SECURED,80989328868,Aarav Reddy SOLUTIONS,9.54,43173547,43173547,00/00/0000,-43809318.3,0,265358.17,0,0,23/10/2021,0,INR,10678,30/01/2023,0.0,47757.49,N,,,2022-06-08,N,0,00/00/0000,,,
30228472771,MSME-OD-SECURED,80947336680,Shreya Sharma PVT. LTD,10.32,90022258,90022258,00/00/0000,-54948588.78,0,0.0,7,7,29/12/2021,680,INR,0,21/04/2021,0.0,75990.37,N,SMA1,,2020-03-21,N,0,00/00/0000,,,
30848438614,MSME-OD-SECURED,80303770248,Riya Clark GROUP,0.0,90353461,0,00/00/0000,78769804.07,0,0.0,0,0,15/02/2022,696,INR,10678,04/05/2021,15700.76,0.0,N,SMA1,3,2021-10-22,N,0,00/00/0000,,,
30807478862,Eectronic Dealer Fin.Sch,80147005473,Aditya Rao PVT. LTD,8.81,23254482,23254482,07/08/2023,22336973.64,0,0.0,3,0,04/09/2023,853,INR,0,00/00/0000,60221.79,0.0,N,SMA2,5,00/00/0000,N,0,00/00/0000,,,0.0
30657793068,Eectronic Dealer Fin.Sch,80208689641,Rohan Kapoor ENTERPRISES,8.77,86507818,86507818,01/01/2021,-77052437.8,0,0.0,2,2,01/08/2020,687,INR,0,22/11/2021,0.0,187368.79,N,NPA,,2023-07-20,N,0,00/00/0000,,,
30704672023,CC-AUTO FINANCE,80329703585,Amit Smith ASSOCIATES,11.85,63296593,63296593,11/03/2020,-58045126.51,0,0.0,0,0,14/02/2020,743,INR,0,11/03/2025,0.0,0.0,N,,5,2020-07-07,N,0,00/00/0000,,,
30182894551,EB-MSME-CC-e-DFS,80951374399,Vivek Rao AGENCY,11.3,87340611,0,14/07/2020,62035876.73,0,0.0,3,0,03/05/2022,663,INR,10678,05/10/2024,0.0,0.0,,N,,00/00/0000,N,0,00/00/0000,,,
30521854587,MSME-OD-SECURED,80908356009,Sneha Malhotra CO,9.16,27742113,27742113,01/09/2022,14828652.34,0,0.0,0,2,11/09/2022,0,INR,10678,05/02/2021,0.0,0.0,,N,,2022-04-27,N,0,00/00/0000,,,
30737670731,Eectronic Dealer Fin.Sch,80926438998,Sophia Desai ASSOCIATES,10.46,69352435,69352435,00/00/0000,-74395767.94,0,0.0,3,0,12/05/2021,677,INR,0,21/11/2023,0.0,0.0,,N,5,2023-06-29,N,0,00/00/0000,,,
30119744516,MSME-OD-SECURED,80725996789,Rahul Smith CORP,0.0,92941828,92941828,10/08/2022,47013129.44,0,0.0,6,6,22/08/2021,0,INR,0,00/00/0000,38391.04,0.0,N,NPA,,2025-03-03,N,0,00/00/0000,,,
30268583107,Eectronic Dealer Fin.Sch,80472352086,David Clark MOTORS,8.94,77276832,77276832,06/05/2020,-86169393.27,0,472626.98,0,0,08/10/2020,646,INR,18531,08/06/2023,0.0,0.0,,N,8,2021-02-27,N,0,00/00/0000,,,
30317228954,EB-MSME-CC-USUAL CREDIT D,80431784498,Aditya Menon INDUSTRIES,10.62,31212832,31212832,15/02/2023,-31325458.95,0,165622.82,3,3,27/04/2022,0,INR,0,00/00/0000,0.0,0.0,N,,,2020-02-23,N,0,00/00/0000,,,
30639366915,CC-AUTO FINANCE,80603330974,Isabella Rao INC,0.0,35938895,35938895,16/04/2022,18347164.65,0,0.0,2,2,28/12/2020,826,INR,10678,10/11/2024,0.0,0.0,,,9,2024-11-28,N,0,00/00/0000,,,
30590593090,Eectronic Dealer Fin.Sch,80363841612,Deepika Singh SYSTEMS,9.55,16616323,16616323,19/06/2022,11850560.56,0,0.0,2,2,18/10/2020,839,INR,0,00/00/0000,80085.8,0.0,,N,,2025-01-10,N,0,00/00/0000,,,
30368523822,EB-MSME-CC-e-DFS,80842725930,Sanjay Reddy AUTOMOBILES,8.46,58713437,58713437,19/12/2023,-61869085.55,0,0.0,3,3,12/09/2023,0,INR,0,00/00/0000,0.0,0.0,,SMA2,,00/00/0000,N,0,00/00/0000,,,
30683579921,Eectronic Dealer Fin.Sch,80752817769,Ananya Bose ENTERPRISES,10.36,65049584,65049584,16/05/2023,43667735.0,0,0.0,4,4,30/08/2023,0,INR,10678,12/09/2024,0.0,30688.65,,NPA,,2022-07-21,N,0,00/00/0000,,,
30925183459,EB-MSME-CC-e-DFS,80446627326,Isabella Kapoor AUTOMOBILES,11.03,18714202,18714202,00/00/0000,20615294.67,0,0.0,2,2,03/02/2024,872,INR,10678,23/05/2023,0.0,0.0,N,NPA,6,2023-06-12,N,0,00/00/0000,,,
30628822629,EB-MSME-CC-USUAL CREDIT D,80754344451,Rohan Brown ENTERPRISES,0.0,93947919,93947919,19/02/2024,99556144.33,0,0.0,1,1,16/02/2021,0,INR,0,03/11/2022,0.0,0.0,N,NPA,,2024-09-03,N,0,00/00/0000,,,0.0
30956045379,Eectronic Dealer Fin.Sch,80793263796,Aditya Dutta INDUSTRIES,10.51,82070563,0,05/08/2022,-64816634.29,0,0.0,3,3,02/03/2021,0,INR,0,LMT NOT SET,12805.58,129037.06,N,,2,2024-03-19,N,0,00/00/0000,,,
30391518128,MSME-OD-SECURED,80193198413,Ananya Bose ASSOCIATES,9.81,39009803,39009803,00/00/0000,-40939258.61,0,0.0,0,0,24/01/2021,776,INR,0,00/00/0000,88461.91,0.0,,SMA1,,2024-11-06,N,0,00/00/0000,,,0.0
30837716816,CC-AUTO FINANCE,80193497030,Olivia Bhatia PVT. LTD,8.41,51940463,51940463,02/04/2024,58406786.22,0,0.0,1,3,12/07/2021,0,INR,0,29/06/2023,0.0,0.0,Y,SMA2,,2021-09-29,N,0,00/00/0000,,,
30239665900,Eectronic Dealer Fin.Sch,80605448473,Anjali Verma INC,8.22,34022690,34022690,30/12/2024,36925576.77,0,0.0,4,3,28/12/2022,642,INR,0,09/07/2020,0.0,0.0,N,SMA1,,2025-01-08,N,0,00/00/0000,,STD,
30851205475,EB-MSME-CC-e-DFS,80605448473,Anjali Verma,0.0,74243595,74243595,LMT NOT SET,-55239522.09,0,0.0,3,3,25/05/2020,0,INR,0,03/05/2021,59315.41,0.0,N,N,7,2021-12-01,N,0,00/00/0000,,,
30183638479,CC-AUTO FINANCE,80998451531,Ananya Reddy TECH,10.38,23106885,0,26/12/2020,-18117082.31,0,0.0,4,0,05/05/2020,0,INR,10678,23/01/2025,0.0,0.0,,SMA2,4,00/00/0000,N,0,00/00/0000,,,
30566784595,EB-MSME-CC-e-DFS,80195871622,Aarav Thakur INDUSTRIES,0.0,83670115,0,02/01/2020,89905822.64,0,0.0,0,0,04/07/2023,764,INR,0,LMT NOT SET,0.0,115530.1,,N,5,00/00/0000,N,0,00/00/0000,,,
30254614401,MSME-OD-SECURED,80806443412,Swati Nair AUTOMOBILES,8.55,71207129,0,25/11/2023,-56822784.77,0,0.0,4,4,19/05/2022,0,INR,10678,05/07/2021,0.0,0.0,N,SMA2,,2024-02-06,N,0,00/00/0000,,,
30400025339,MSME-OD-SECURED,80655070355,Sneha Mehta SOLUTIONS,9.89,99753695,99753695,21/07/2023,-90350902.54,0,0.0,0,0,21/03/2023,0,INR,0,13/03/2020,0.0,0.0,N,N,1,2021-08-20,N,0,00/00/0000,,,
30188594622,EB-MSME-CC-USUAL CREDIT D,80642879692,Vikram Johnson TRADERS,0.0,44488013,44488013,16/08/2020,-50586965.55,0,0.0,0,0,05/01/2021,872,INR,15617,24/10/2020,83955.14,0.0,,N,,2024-02-12,N,0,00/00/0000,,,
30979964724,Eectronic Dealer Fin.Sch,80156396358,Sanjay Bhatia INC,9.9,81473736,81473736,31/10/2023,-67803478.35,0,0.0,0,0,08/10/2021,0,INR,0,24/12/2022,0.0,184427.98,,,,2023-04-11,N,0,00/00/0000,,,
30888463067,CC-AUTO FINANCE,80927315167,Arjun Davis CORP,0.0,11137651,0,25/01/2020,9663972.54,0,182243.05,0,0,26/04/2020,713,INR,10678,00/00/0000,0.0,0.0,N,,2,00/00/0000,N,0,00/00/0000,,,
30586881528,EB-MSME-CC-e-DFS,80926093073,Swati Wilson TRADERS,0.0,18373492,18373492,12/11/2021,12508067.47,0,0.0,7,7,14/08/2023,0,INR,10678,23/03/2021,0.0,0.0,,NPA,1,2020-10-31,N,0,00/00/0000,,,
30519278813,EB-MSME-CC-e-DFS,80262787284,Olivia Thakur TECH,8.01,75857881,75857881,07/04/2022,-79397100.67,0,0.0,7,7,07/03/2023,876,INR,0,12/09/2021,66904.53,0.0,Y,SMA2,5,2020-12-27,N,0,00/00/0000,,STD,
30420909585,MSME-OD-SECURED,80214641286,David Ghosh AUTOMOBILES,11.54,35429494,35429494,00/00/0000,-42425702.74,0,0.0,1,1,04/09/2024,832,INR,0,24/04/2020,0.0,0.0,N,NPA,,00/00/0000,N,0,00/00/0000,,,
30624946696,Eectronic Dealer Fin.Sch,80605968226,Rahul Bose INDUSTRIES,8.06,51250118,0,18/07/2020,-31748554.89,0,0.0,0,0,05/07/2024,0,INR,0,02/11/2023,22359.65,0.0,N,,,2024-03-31,N,0,00/00/0000,,,
30571008888,EB-MSME-CC-USUAL CREDIT D,80724902501,Rahul Nair EQUIPMENT AN,11.16,60483455,60483455,02/02/2020,-33659395.05,0,0.0,2,2,11/07/2024,0,INR,0,08/07/2021,47082.82,0.0,,N,2,2024-05-21,N,0,00/00/0000,,,
30306054135,Eectronic Dealer Fin.Sch,80669296859,Karthik Lewis SYSTEMS,10.03,94082607,94082607,00/00/0000,-54462105.41,0,345769.44,0,0,29/03/2020,0,INR,0,29/05/2021,0.0,0.0,Y,,,00/00/0000,N,0,00/00/0000,,,
30722514464,EB-MSME-CC-e-DFS,80549968984,Arjun Wilson SOLUTIONS,11.12,23161945,23161945,24/04/2022,-17669614.86,0,0.0,0,0,02/06/2023,0,INR,0,00/00/0000,0.0,0.0,N,,2,2022-07-28,N,0,00/00/0000,,,
30416927261,CC-AUTO FINANCE,80268349963,Sanjay Malhotra AUTOMOBILES,9.65,39050434,39050434,10/09/2024,19921684.34,0,0.0,0,1,26/04/2023,678,INR,0,00/00/0000,0.0,0.0,,SMA1,,00/00/0000,N,0,00/00/0000,,,
30536602838,EB-MSME-CC-USUAL CREDIT D,80242498426,David Brown SOLUTIONS,0.0,74395377,74395377,27/11/2020,-81875495.73,0,0.0,0,0,19/11/2024,0,INR,10678,24/05/2020,0.0,0.0,N,N,4,2020-06-14,N,0,00/00/0000,,,0.0
30652694084,EB-MSME-CC-e-DFS,80155364901,Pooja Kapoor ASSOCIATES,0.0,59181804,59181804,18/02/2023,-52821579.67,0,0.0,1,2,20/03/2024,899,INR,10678,LMT NOT SET,0.0,0.0,,,8,00/00/0000,N,0,00/00/0000,,,
30672149194,EB-MSME-CC-e-DFS,80585308092,Isabella Gupta ENTERPRISES,11.57,20760289,20760289,LMT NOT SET,-24282040.57,0,0.0,0,0,08/07/2023,0,INR,18870,28/08/2022,0.0,0.0,N,,9,2022-04-23,N,0,00/00/0000,,,
30621997861,CC-AUTO FINANCE,80814956730,Rakesh Bhatia MOTORS,10.27,51137063,51137063,LMT NOT SET,38881126.04,0,0.0,0,0,07/03/2025,684,INR,0,25/12/2020,0.0,0.0,,,,00/00/0000,N,0,00/00/0000,,,
30440315774,EB-MSME-CC-e-DFS,80258853889,Isabella Saxena SYSTEMS,11.9,26306114,0,08/04/2022,27304765.54,0,0.0,7,7,18/08/2023,0,INR,14748,24/03/2024,0.0,117393.99,,NPA,,00/00/0000,N,0,00/00/0000,,,
30336614898,MSME-OD-SECURED,80483748402,Sneha Wilson PVT. LTD,0.0,80656754,80656754,LMT NOT SET,41601467.44,0,341761.06,7,7,20/05/2023,863,INR,0,06/01/2024,0.0,0.0,Y,,8,2022-05-01,N,0,00/00/0000,,,
30555086354,MSME-OD-SECURED,80249859658,Sneha Joshi ENTERPRISES,9.21,80504712,0,15/05/2020,73539059.82,0,0.0,6,6,25/12/2023,892,INR,0,31/08/2024,0.0,166987.18,,SMA2,1,00/00/0000,N,0,00/00/0000,,STD,
30607387223,Eectronic Dealer Fin.Sch,80802026333,Michael Pillai CORP,9.97,42849824,42849824,LMT NOT SET,-51249806.46,0,0.0,0,0,05/11/2023,845,INR,0,10/02/2024,0.0,0.0,N,,,2022-01-09,N,0,00/00/0000,,STD,
30411230727,EB-MSME-CC-e-DFS,80668666911,Vikram Iyer CORP,11.06,32432603,32432603,21/11/2024,35400070.06,0,0.0,0,0,21/10/2020,0,INR,0,20/09/2022,0.0,0.0,N,SMA1,9,2024-08-29,N,0,00/00/0000,,,
30854051178,Eectronic Dealer Fin.Sch,80548122132,Meera Gupta EQUIPMENT AN,11.28,74359847,74359847,16/11/2023,79708334.58,0,0.0,3,3,22/11/2023,0,INR,0,23/09/2020,0.0,0.0,,N,,2024-06-12,N,0,00/00/0000,,,
30371670077,Eectronic Dealer Fin.Sch,80171132564,Sophia Sharma EQUIPMENT AN,11.13,37568480,37568480,00/00/0000,-28028849.86,0,81322.92,0,0,17/10/2024,858,INR,0,00/00/0000,0.0,0.0,,NPA,,00/00/0000,N,0,00/00/0000,,,
30859947314,MSME-OD-SECURED,80493486679,Riya Saxena EQUIPMENT AN,8.72,60951070,60951070,LMT NOT SET,35290171.87,0,0.0,0,3,15/02/2023,0,INR,0,03/08/2021,0.0,0.0,,NPA,,2020-05-22,N,0,00/00/0000,,,0.0
30494537192,EB-MSME-CC-USUAL CREDIT D,80113728694,Ananya Verma INC,9.75,21409300,21409300,19/03/2022,-19555041.87,0,373301.76,0,0,14/02/2021,0,INR,10678,24/07/2021,0.0,153697.56,Y,,7,00/00/0000,N,0,00/00/0000,,,
30369176186,MSME-OD-SECURED,80633943662,Rohan Nair LLP,0.0,19157497,19157497,24/02/2020,14709951.65,0,0.0,0,0,20/04/2024,854,INR,0,16/10/2022,0.0,0.0,Y,,7,2020-08-31,N,0,00/00/0000,,,
30593552134,Eectronic Dealer Fin.Sch,80135282942,Riya Taylor CORP,0.0,62221499,62221499,12/08/2020,52476840.6,0,243196.42,1,1,12/02/2022,782,INR,0,27/02/2020,0.0,0.0,N,N,,2021-12-07,N,0,00/00/0000,,,
30362238769,EB-MSME-CC-USUAL CREDIT D,80351923547,Sophia Mehta AUTOMOBILES,0.0,32787384,32787384,00/00/0000,31490231.5,0,288344.21,0,0,10/10/2021,0,INR,0,13/07/2024,0.0,104378.97,N,,,00/00/0000,N,0,00/00/0000,,,0.0
30180875500,CC-AUTO FINANCE,80329866763,Michael Smith PVT. LTD,9.19,40317902,40317902,07/07/2020,36477028.1,0,0.0,1,1,06/06/2020,0,INR,0,10/01/2023,0.0,0.0,N,SMA2,9,2023-03-27,N,0,00/00/0000,,,
30601754527,EB-MSME-CC-e-DFS,80784968212,Swati Kumar VENTURES,8.8,42262445,42262445,04/11/2023,46103484.1,0,166140.06,0,0,13/08/2024,0,INR,10678,28/04/2021,0.0,56661.46,,N,,00/00/0000,N,0,00/00/0000,,,
30377451497,EB-MSME-CC-e-DFS,80807242295,Riya Singh AGENCY,0.0,21264832,21264832,02/09/2021,24037817.54,0,0.0,5,0,21/09/2024,0,INR,10678,04/09/2020,84608.34,0.0,N,N,,2023-04-11,N,0,00/00/0000,,,
30554052132,EB-MSME-CC-USUAL CREDIT D,80254917225,Karthik Rao ENTERPRISES,11.88,44132362,0,24/04/2020,-33641812.22,0,0.0,2,7,23/10/2020,0,INR,10678,13/02/2020,0.0,0.0,,NPA,,2022-02-26,N,0,00/00/0000,,STD,
30972147112,Eectronic Dealer Fin.Sch,80674355978,Shreya Saxena INC,8.03,44297151,44297151,11/08/2024,-31371066.55,0,0.0,5,5,10/03/2020,742,INR,0,25/04/2022,0.0,0.0,,,7,2024-07-23,N,0,00/00/0000,,,
30918164904,Eectronic Dealer Fin.Sch,80788668793,Riya Saxena INDUSTRIES,0.0,51009896,51009896,00/00/0000,-34417524.36,0,0.0,3,3,14/02/2024,0,INR,10678,LMT NOT SET,0.0,0.0,N,N,1,2025-03-05,N,0,00/00/0000,,,
30195537862,MSME-OD-SECURED,80312886716,James Desai PVT. LTD,9.6,44917786,44917786,00/00/0000,-40294399.6,0,0.0,6,0,30/08/2020,716,INR,13121,23/07/2024,0.0,34737.87,N,SMA1,,2022-04-16,N,0,00/00/0000,,,0.0
30352850765,CC-AUTO FINANCE,80584232533,Shreya Lewis TECH,10.74,11385159,11385159,19/11/2024,-11215707.88,0,359534.62,3,3,30/04/2020,0,INR,0,26/12/2021,94538.97,0.0,,,,2022-03-19,N,0,00/00/0000,,,
30144157616,CC-AUTO FINANCE,80292599457,James Desai VENTURES,9.97,72825287,72825287,11/10/2021,58482402.14,0,0.0,0,5,11/03/2024,786,INR,14635,23/06/2021,0.0,69471.96,,NPA,3,2025-03-05,N,0,00/00/0000,,,
30259580383,Eectronic Dealer Fin.Sch,80346810881,Riya Singh AGENCY,9.04,68576625,68576625,07/01/2025,36246462.89,0,0.0,0,0,30/10/2020,0,INR,10678,04/01/2021,77494.3,0.0,,NPA,1,00/00/0000,N,0,00/00/0000,,STD,
30634842369,Eectronic Dealer Fin.Sch,80452893605,Priya Brown EQUIPMENT AN,9.58,24236463,0,00/00/0000,19926328.61,0,232487.2,1,0,05/09/2023,0,INR,0,00/00/0000,0.0,0.0,Y,,,2021-05-06,N,0,00/00/0000,,,
30323577467,EB-MSME-CC-USUAL CREDIT D,80517151813,Deepika Brown INDUSTRIES,8.48,68030164,68030164,02/03/2025,-66633733.27,0,0.0,0,0,05/03/2022,0,INR,0,29/03/2024,0.0,0.0,N,NPA,4,00/00/0000,N,0,00/00/0000,,,
30663368481,Eectronic Dealer Fin.Sch,80412139994,Meera Menon AUTOMOBILES,11.63,29945631,0,02/11/2023,32613085.04,0,0.0,0,0,20/05/2022,0,INR,10678,LMT NOT SET,0.0,0.0,,,,2022-05-02,N,0,00/00/0000,,,
30588550540,MSME-OD-SECURED,80769811308,James Davis CORP,0.0,91074604,91074604,00/00/0000,-79604960.0,0,0.0,2,2,09/09/2023,0,INR,10678,14/11/2023,0.0,0.0,N,N,4,2021-03-04,N,0,00/00/0000,,,
30772225892,CC-AUTO FINANCE,80304992835,Sneha Taylor LTD,8.59,25630838,25630838,08/11/2020,20804196.58,0,241029.71,1,1,03/09/2024,0,INR,0,01/10/2024,98153.82,0.0,N,,,2022-11-17,N,0,00/00/0000,,,
30976913390,MSME-OD-SECURED,80349006937,Anjali Patel CO,10.31,45950066,0,04/05/2022,26736437.32,0,0.0,0,0,16/06/2022,0,INR,19628,25/11/2021,0.0,99008.78,N,,7,2023-10-10,N,0,00/00/0000,,,
30273973824,CC-AUTO FINANCE,80322488532,Michael Mehta AGENCY,0.0,91302255,91302255,13/06/2024,109164360.17,0,0.0,8,8,18/10/2023,0,INR,0,10/05/2020,0.0,0.0,Y,NPA,,2020-11-05,N,0,00/00/0000,,,
30211821641,Eectronic Dealer Fin.Sch,80570112847,Meera Reddy EQUIPMENT AN,11.13,23672496,0,26/03/2020,-14604329.98,0,436726.04,0,0,02/11/2022,857,INR,0,14/01/2022,22399.52,0.0,N,,,00/00/0000,N,0,00/00/0000,,,
30545612096,EB-MSME-CC-e-DFS,80570112847,Meera Reddy GROUP,0.0,67555628,67555628,18/04/2022,78789343.86,0,0.0,3,3,22/05/2020,0,INR,16580,02/12/2020,0.0,0.0,N,NPA,9,2022-05-08,N,0,00/00/0000,,,
30426764359,EB-MSME-CC-e-DFS,80469536155,Aarav Johnson VENTURES,0.0,64215650,64215650,24/02/2021,60173388.91,0,351760.77,3,3,09/09/2021,0,INR,0,12/01/2024,21340.51,0.0,N,N,,2024-12-28,N,0,00/00/0000,,,
30931245592,EB-MSME-CC-e-DFS,80880083367,Swati Reddy PVT. LTD,0.0,78115413,78115413,07/04/2020,90531086.34,0,156000.95,0,8,06/04/2023,891,INR,10678,23/04/2021,0.0,0.0,N,N,,2022-11-23,N,0,00/00/0000,,,
30205213639,EB-MSME-CC-USUAL CREDIT D,80864118082,Swati Pillai AUTOMOBILES,8.37,27456803,27456803,00/00/0000,26736767.83,0,0.0,0,0,17/05/2022,0,INR,10678,03/05/2022,0.0,0.0,N,SMA2,2,2022-07-21,N,0,00/00/0000,,,0.0
30496567279,Eectronic Dealer Fin.Sch,80745963305,Nikhil Reddy EQUIPMENT AN,0.0,80166008,80166008,30/01/2022,61096264.92,0,248103.51,0,0,05/01/2025,758,INR,0,23/02/2024,0.0,0.0,N,N,6,2022-08-31,N,0,00/00/0000,,,
